"Statistic Label","Year","NACE Rev. 2 Activity","Hazardousness","Waste Category","UNIT","VALUE"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Metal wastes, ferrous[W061]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Metal wastes, non-ferrous[W062]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Glass wastes[W071]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Paper and cardboard wastes[W072]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Rubber wastes[W073]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Plastic wastes[W074]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Wood wastes[W075]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Textile wastes[W076]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Equipment (subtotal, W077+W08A+W081+W0841)[W077_08]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Waste containing PCB[W077]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Discarded vehicles[W081]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Batteries and accumulators wastes[W0841]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Animal and mixed food waste[W091]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Vegetal wastes[W092]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Animal faeces, urine and manure[W093]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Household and similar wastes[W101]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Mixed and undifferentiated materials[W102]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Sorting residues[W103]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Common sludges[W11]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Mineral and solidified wastes (subtotal)[W12-13]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Mineral waste from construction and demolition[W121]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Combustion wastes[W124]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Soils[W126]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Dredging spoils[W127]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Mineral wastes from waste treatment and stabilised wastes[W128_13]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Metallic wastes (W061+W062+W063)[W06]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Mineral waste (except non-hazardous dredging spoils, valid up to 2008)[W12_X_127NH]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Mineral wastes (except combustion wastes, contaminated soils and polluted dredging spoils) (W121+122+W123+W125+W126, valid up to 2008)[W12A]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Soils and dredging spoils (W126+W127, valid up to 2008)[W126_127]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Solidified, stabilised or vitrified wastes (valid up to 2008)[W13]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Waste excluding major mineral wastes[TOT_X_MIN]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Total waste","Tonnes","172513"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Primary waste (TOTAL minus SEC)[PRIM]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Secondary waste (W033+W103+W128_13)[SEC]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Chemical and medical wastes (subtotal)[W01-05]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Spent solvents[W011]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Acid, alkaline or saline wastes[W012]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Used oils[W013]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Chemical wastes[W02A]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Industrial effluent sludges[W032]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Sludges and liquid wastes from waste treatment[W033]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Health care and biological wastes[W05]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Metal wastes, ferrous[W061]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Metal wastes, non-ferrous[W062]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Glass wastes[W071]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Paper and cardboard wastes[W072]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Non-hazardous[NHAZ]","Rubber wastes[W073]","Tonnes","0"
